#config - lat:37.670055
#config - lon:138.87909666667
#config - planting_date:2016-05-01
#config - harvesting_date:2016-09-10
#config - yield:581
DATE,DOY,RAIN,RH2M,T2M,T2MN,T2MX,YEAR,swv_dwn
2016-07-04,186,7.524743,95.773766,22.511938,20.802435,24.787117,2016,8.462042
2016-07-05,187,7.640807,94.798439,21.591454,19.911991,24.674154,2016,10.318759
2016-07-06,188,47.290840,92.729248,23.989988,20.170116,29.950720,2016,7.550676
2016-07-07,189,0.767255,89.515518,21.791119,20.837103,24.149305,2016,8.254828
2016-07-08,190,2.034878,87.960419,23.797049,20.507622,28.357466,2016,15.027809
2016-07-09,191,12.500752,94.966461,23.123432,21.805880,26.501972,2016,8.681501
2016-07-10,192,0.000000,82.710876,24.489397,21.828033,28.637550,2016,23.504143
2016-07-11,193,0.000000,83.991005,23.366873,20.070993,27.453382,2016,21.021147
2016-07-12,194,0.000000,74.980209,23.719782,18.684103,29.245766,2016,27.881416
2016-07-13,195,20.731251,95.579254,24.044035,21.387236,26.675726,2016,7.465730
2016-07-14,196,15.611148,89.929085,24.531727,22.627129,27.537649,2016,10.012214
2016-07-15,197,17.326338,91.050743,23.447453,20.376551,27.894354,2016,18.568245
2016-07-16,198,0.000000,86.126846,24.694223,22.233852,29.118601,2016,17.981352
2016-07-17,199,3.123244,89.593620,24.896523,23.354950,28.591894,2016,7.083487
2016-07-18,200,0.000000,82.967484,24.295132,22.269777,27.945902,2016,17.004885
2016-07-19,201,0.000000,84.912888,24.228136,21.418242,29.043783,2016,20.901960
2016-07-20,202,0.000000,81.840607,23.263487,20.677935,27.400497,2016,23.716646
2016-07-21,203,0.000000,78.196945,23.085136,20.482944,27.325134,2016,17.258892
2016-07-22,204,0.000000,79.368721,24.361214,19.751179,29.311270,2016,26.277674
2016-07-23,205,0.000000,73.688736,24.198780,19.060356,30.441578,2016,25.506796
2016-07-24,206,0.000000,68.784439,25.635025,20.493584,31.393267,2016,26.580500
2016-07-25,207,0.000000,78.607071,26.071156,21.950462,31.223253,2016,19.796211
2016-07-26,208,8.335943,90.436211,24.291809,22.985235,26.982767,2016,6.245172
2016-07-27,209,24.353367,92.185890,24.991354,22.133059,29.363558,2016,10.760682
2016-07-28,210,0.000000,74.877937,27.617449,23.960943,33.333969,2016,19.608538
2016-07-29,211,0.000000,74.001007,28.022427,23.534452,33.544617,2016,24.534828
2016-07-30,212,0.000000,76.982231,28.144644,24.688858,33.040844,2016,18.086172
2016-07-31,213,0.000000,77.663994,27.450233,24.447472,32.227947,2016,19.023226
2016-08-01,214,0.550338,83.083351,27.508177,23.373821,31.899050,2016,25.047413
2016-08-02,215,5.553332,87.286835,26.409437,24.071424,30.394358,2016,14.408257
2016-08-03,216,0.000000,86.200661,25.967968,23.072784,30.845755,2016,17.403585
2016-08-04,217,0.000000,83.530098,26.648037,23.146698,31.234882,2016,25.411026
2016-08-05,218,0.000000,79.875282,26.559429,21.884882,31.738049,2016,25.213196
2016-08-06,219,0.000000,77.858566,27.109312,22.365522,33.023975,2016,25.645962
2016-08-07,220,0.000000,74.395447,29.298092,24.308830,34.965698,2016,25.464657
2016-08-08,221,0.000000,76.097313,28.748814,24.672087,34.274345,2016,26.212341
2016-08-09,222,1.232101,85.899017,27.102802,23.564539,30.747324,2016,19.640862
2016-08-10,223,0.000000,76.721191,25.557394,22.312923,29.888521,2016,20.404661
2016-08-11,224,0.000000,78.042542,24.783737,21.014900,30.239965,2016,19.283508
2016-08-12,225,0.000000,81.847504,25.299799,19.769066,31.422386,2016,25.928091
2016-08-13,226,0.000000,76.626144,26.806004,21.425570,32.842209,2016,24.991192
2016-08-14,227,0.000000,82.122292,27.121595,22.819357,32.825924,2016,19.407270
2016-08-15,228,8.167560,94.264923,24.873173,22.261095,28.037237,2016,5.294154
2016-08-16,229,0.000000,74.692688,28.106894,22.196362,34.688633,2016,23.478428
2016-08-17,230,2.536994,87.495079,26.924887,22.876303,31.242069,2016,19.005484
2016-08-18,231,0.000000,86.669052,26.304213,22.439199,30.875435,2016,20.410137
2016-08-19,232,0.000000,82.926567,27.968267,24.213686,32.369278,2016,22.335365
2016-08-20,233,0.000000,67.313568,29.598845,24.250488,35.149933,2016,18.960680
2016-08-21,234,0.000000,77.561920,28.921473,24.281620,33.623425,2016,22.267519
2016-08-22,235,42.687225,87.088165,26.600389,22.874603,33.117630,2016,8.550343
2016-08-23,236,0.892958,86.164665,25.972467,22.939449,30.359621,2016,16.273952
