#config - lat:35.539458333333
#config - lon:140.39256333333
#config - planting_date:2016-05-03
#config - harvesting_date:2016-08-29
#config - yield:687.5
DATE,DOY,RAIN,RH2M,T2M,T2MN,T2MX,YEAR,swv_dwn
2016-07-30,212,0.000000,82.623512,26.160566,21.105104,31.353521,2016,25.430300
2016-07-31,213,4.184958,85.269226,26.276861,23.743046,30.393351,2016,17.366201
2016-08-01,214,5.418732,85.431717,26.523420,24.326561,30.448669,2016,14.275434
2016-08-02,215,11.385508,91.128807,25.780853,23.706099,29.249962,2016,13.706957
2016-08-03,216,3.873837,86.912918,26.622391,23.525326,31.122402,2016,21.158869
2016-08-04,217,0.000000,84.372818,27.460646,23.667555,32.057781,2016,24.142378
2016-08-05,218,0.000000,83.262764,27.968330,24.115986,32.966248,2016,24.254822
2016-08-06,219,0.000000,84.215446,27.736713,24.077822,32.749100,2016,24.888073
2016-08-07,220,0.000000,79.796257,27.586678,23.482006,32.475643,2016,24.256630
2016-08-08,221,3.865063,74.358452,27.358625,24.725210,30.668678,2016,12.805399
2016-08-09,222,0.000000,67.414917,29.902788,25.061003,37.508762,2016,21.328852
2016-08-10,223,0.000000,81.341896,27.604845,24.891970,32.020466,2016,18.355297
2016-08-11,224,0.000000,77.730003,25.824085,23.569574,29.579998,2016,14.648887
2016-08-12,225,0.000000,79.577637,25.249454,22.105997,30.315254,2016,22.296570
2016-08-13,226,0.000000,76.917725,24.890657,21.459639,29.549660,2016,21.306959
2016-08-14,227,0.000000,75.777199,24.856937,21.857782,29.376488,2016,20.223009
2016-08-15,228,0.000000,76.505447,26.491028,22.482307,31.115135,2016,16.297325
2016-08-16,229,66.747734,86.658623,26.408310,23.143715,31.751635,2016,14.463304
2016-08-17,230,32.445736,82.144753,28.222584,23.808493,33.978680,2016,20.352558
2016-08-18,231,10.849312,90.715752,26.874771,24.950455,31.063520,2016,11.244146
2016-08-19,232,1.127540,85.349030,26.751753,24.236320,30.925610,2016,19.391554
2016-08-20,233,28.401712,92.989784,26.410425,24.638508,30.608807,2016,14.454319
2016-08-21,234,0.000000,88.698318,27.432209,23.854891,31.913326,2016,19.685102
2016-08-22,235,74.860214,93.281250,26.353235,23.888916,27.875343,2016,3.277032
2016-08-23,236,3.105568,86.740417,26.646975,23.534130,30.619749,2016,12.749331
2016-08-24,237,22.498657,92.155258,25.183043,22.699224,30.078457,2016,14.760400
2016-08-25,238,0.000000,83.224182,26.723358,22.996296,31.345345,2016,22.471010
2016-08-26,239,0.000000,81.827690,26.986423,22.383362,32.048317,2016,23.589043
2016-08-27,240,0.966950,84.166771,24.141344,22.121151,27.599020,2016,8.403431
2016-08-28,241,2.046550,91.618927,22.826220,21.564333,24.981028,2016,7.499285
2016-08-29,242,7.310555,90.372765,26.551489,23.082434,30.576519,2016,16.570847
